date,percentile,variable,income
1/1/2024,81,mean,12787
1/1/2024,82,mean,13059
1/1/2024,83,mean,13357
1/1/2024,84,mean,13645
1/1/2024,85,mean,13941
1/1/2024,86,mean,14278
1/1/2024,87,mean,14685
1/1/2024,88,mean,15189
1/1/2024,89,mean,15665
1/1/2024,90,mean,16203
1/1/2024,91,mean,16842
1/1/2024,92,mean,17543
1/1/2024,93,mean,18384
1/1/2024,94,mean,19388
1/1/2024,95,mean,20708
1/1/2024,96,mean,22347
1/1/2024,97,mean,24810
1/1/2024,98,mean,27961
1/1/2024,99,mean,34880
